text,text_clean,label_id,category,panjang_karakter,jumlah_kata,ada_angka,semua_kapital,jumlah_kata_kunci_cocok,kata_makanan,kata_minuman,kata_transportasi,kata_belanja,kata_tagihan,kata_hiburan,kata_kesehatan
UP Orange 16,up orange 16,7,lain_lain,12,3,1,0,0,0,0,0,0,0,0,0
KP BRANDING S,kp branding s,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
HYDROCOCO 250ML,hydrococo 250ml,7,lain_lain,15,2,1,1,0,0,0,0,0,0,0,0
STRAWBERRY FRESH CREAM CA,strawberry fresh cream ca,1,minuman,25,4,0,1,1,0,1,0,0,0,0,0
YAKI ADULT,yaki adult,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
SHABU ADULT,shabu adult,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
Salted Egg Chicken,salted egg chicken,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
Nasi,nasi,0,makanan,4,1,0,0,1,1,0,0,0,0,0,0
Soup Patin,soup patin,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
Kerang/Kikil,kerang kikil,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Tahu Woku,tahu woku,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
Tahu Bakso,tahu bakso,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
Teh Kotak,teh kotak,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Mineral Cup,mineral cup,1,minuman,11,2,0,0,2,1,1,0,0,0,0,0
Combo 1.,combo 1,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
Mocha,mocha,1,minuman,5,1,0,0,1,0,1,0,0,0,0,0
Cappucino,cappucino,7,lain_lain,9,1,0,0,0,0,0,0,0,0,0,0
Lemon Juice,lemon juice,1,minuman,11,2,0,0,1,0,1,0,0,0,0,0
Croque Mme.,croque mme,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
Caesar Salad,caesar salad,1,minuman,12,2,0,0,2,1,1,0,0,0,0,0
Canele (Mini),canele mini,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
JPR SUS U,jpr sus u,7,lain_lain,9,3,0,1,0,0,0,0,0,0,0,0
L C MESES,l c meses,1,minuman,9,3,0,1,1,0,1,0,0,0,0,0
PLASTIK 33,plastik 33,3,belanja,10,2,1,1,1,0,0,0,1,0,0,0
NOIR PIZZA BREAD,noir pizza bread,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
PILOW DUR PX,pilow dur px,7,lain_lain,12,3,0,1,0,0,0,0,0,0,0,0
NASI BAKAR,nasi bakar,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
SIOMAY,siomay,0,makanan,6,1,0,1,1,1,0,0,0,0,0,0
MIKA SEDANG,mika sedang,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
GARPU MAKAN,garpu makan,3,belanja,11,2,0,1,1,0,0,0,1,0,0,0
MACARONI GR,macaroni gr,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
PASTELGORENG,pastelgoreng,0,makanan,12,1,0,1,1,1,0,0,0,0,0,0
SEMAR MENDEM,semar mendem,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
BAKWAN JAGUNG,bakwan jagung,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
Polo 1,polo 1,7,lain_lain,6,2,1,0,0,0,0,0,0,0,0,0
Sate Babi Manis,sate babi manis,0,makanan,15,3,0,0,1,1,0,0,0,0,0,0
Sate Babi Bumbu Bali,sate babi bumbu bali,0,makanan,20,4,0,0,1,1,0,0,0,0,0,0
Lapolong,lapolong,7,lain_lain,8,1,0,0,0,0,0,0,0,0,0,0
Sate Babi Cabe Ijo,sate babi cabe ijo,0,makanan,18,4,0,0,1,1,0,0,0,0,0,0
Paru Babi,paru babi,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
Ngohiong,ngohiong,7,lain_lain,8,1,0,0,0,0,0,0,0,0,0,0
SMOKY PAN CLASSIC,smoky pan classic,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
Chicken Popcorn,chicken popcorn,0,makanan,15,2,0,0,1,1,0,0,0,0,0,0
A.MINERAL GELAS,a mineral gelas,1,minuman,15,3,0,1,3,1,1,0,1,0,0,0
Pastel,pastel,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
Kroket,kroket,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
MANGGO SMOOTHIE,manggo smoothie,1,minuman,15,2,0,1,1,0,1,0,0,0,0,0
S-Chocolate Milk,s chocolate milk,1,minuman,16,3,0,0,2,1,1,0,0,0,0,0
Popcorn Salt (S),popcorn salt s,7,lain_lain,14,3,0,0,0,0,0,0,0,0,0,0
Tebu Lemon,tebu lemon,1,minuman,10,2,0,0,1,0,1,0,0,0,0,0
BLACKPINK,blackpink,7,lain_lain,9,1,0,1,0,0,0,0,0,0,0,0
MATCHABERRY,matchaberry,1,minuman,11,1,0,1,1,0,1,0,0,0,0,0
KING DEAL CHEESE BG,king deal cheese bg,1,minuman,19,4,0,1,1,0,1,0,0,0,0,0
1 BIC ALA CARTE,1 bic ala carte,7,lain_lain,15,4,1,1,0,0,0,0,0,0,0,0
BENTO CHICKEN TERIYAKI,bento chicken teriyaki,0,makanan,22,3,0,1,1,1,0,0,0,0,0,0
SURIMI - SATSUMA AGE VEGETABLE,surimi satsuma age vegetable,0,makanan,28,4,0,1,1,1,0,0,0,0,0,0
CALAMARI KATSU,calamari katsu,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
DORI KATSU,dori katsu,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
ROBA - SPICY KAWA SKEWER KULIT,roba spicy kawa skewer kulit,7,lain_lain,28,5,0,1,0,0,0,0,0,0,0,0
SALAD DRESSING SPICY TOMATOES KEWPIE 25ML,salad dressing spicy tomatoes kewpie 25ml,1,minuman,41,6,1,1,2,1,1,0,0,0,0,0
Choco Lining Bread,choco lining bread,7,lain_lain,18,3,0,0,0,0,0,0,0,0,0,0
Tuna N Chicken Floos Bread,tuna n chicken floos bread,0,makanan,26,5,0,0,1,1,0,0,0,0,0,0
CROQUE MONSIEUR,croque monsieur,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
1017-Roti Pisang Keju,1017 roti pisang keju,0,makanan,21,4,1,0,1,1,0,0,0,0,0,0
1025-Roti Sosis Sapi,1025 roti sosis sapi,0,makanan,20,4,1,0,1,1,0,0,0,0,0,0
CHICKEN KATSU CURRY RICE,chicken katsu curry rice,1,minuman,24,4,0,1,2,1,1,0,0,0,0,0
SUL LUNG TANG,sul lung tang,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
BREAD BOX M,bread box m,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
Gangster BZR,gangster bzr,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
NB AYAM,nb ayam,0,makanan,7,2,0,1,1,1,0,0,0,0,0,0
TEH/ES TEH MANIS,teh es teh manis,1,minuman,16,4,0,1,1,0,1,0,0,0,0,0
CB PR SIRLOIN,cb pr sirloin,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
F.FRIES MEDIUM,f fries medium,1,minuman,14,3,0,1,1,0,1,0,0,0,0,0
F.FRIES COMBO,f fries combo,1,minuman,13,3,0,1,1,0,1,0,0,0,0,0
BROWN SAUCE,brown sauce,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
COCA COLA,coca cola,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
WALL'S BABY SHARK 60,wall s baby shark 60,7,lain_lain,20,5,1,1,0,0,0,0,0,0,0,0
WALL'S FEAST VNILA65,wall s feast vnila65,7,lain_lain,20,4,1,1,0,0,0,0,0,0,0,0
Full Box,full box,7,lain_lain,8,2,0,0,0,0,0,0,0,0,0,0
KOROKE ORI,koroke ori,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
KOROKE CURRY,koroke curry,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
EBI KTSU 1 PCS,ebi ktsu 1 pcs,7,lain_lain,14,4,1,1,0,0,0,0,0,0,0,0
TSUKUNE,tsukune,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
MOMO,momo,7,lain_lain,4,1,0,1,0,0,0,0,0,0,0,0
ONIGIRI,onigiri,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
GRAINS PAN BREAD,grains pan bread,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
NASI CAH JAMUR,nasi cah jamur,0,makanan,14,3,0,1,2,1,0,0,1,0,0,0
BIHUN GORENG AYAM,bihun goreng ayam,0,makanan,17,3,0,1,1,1,0,0,0,0,0,0
Bihun Ayam Jamur,bihun ayam jamur,0,makanan,16,3,0,0,2,1,0,0,1,0,0,0
ES KOPI SOKLAT,es kopi soklat,1,minuman,14,3,0,1,1,0,1,0,0,0,0,0
WARISAN 2 FREE DRINK,warisan 2 free drink,1,minuman,20,4,1,1,1,0,1,0,0,0,0,0
Pepper Steak,pepper steak,1,minuman,12,2,0,0,2,1,1,0,0,0,0,0
DAGING SAPI,daging sapi,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
REGULAR JASMINE TEA,regular jasmine tea,1,minuman,19,3,0,1,2,1,1,0,0,0,0,0
Kupon 4,kupon 4,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
BOGO CHEESY RASHER,bogo cheesy rasher,1,minuman,18,3,0,1,1,0,1,0,0,0,0,0
MS SWISS ML MED,ms swiss ml med,7,lain_lain,15,4,0,1,0,0,0,0,0,0,0,0
1 PC CHOCHICKS,1 pc chochicks,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
Crispy Egg Corn,crispy egg corn,7,lain_lain,15,3,0,0,0,0,0,0,0,0,0,0
Mun Tofu,mun tofu,7,lain_lain,8,2,0,0,0,0,0,0,0,0,0,0
Go Hiong,go hiong,7,lain_lain,8,2,0,0,0,0,0,0,0,0,0,0
Steam Rice,steam rice,1,minuman,10,2,0,0,2,1,1,0,0,0,0,0
Lemon iced tea,lemon iced tea,1,minuman,14,3,0,0,1,0,1,0,0,0,0,0
Banana Milkshake,banana milkshake,1,minuman,16,2,0,0,2,1,1,0,0,0,0,0
Heavy alvin potato,heavy alvin potato,7,lain_lain,18,3,0,0,0,0,0,0,0,0,0,0
fettucine Hubert chicken capers,fettucine hubert chicken capers,0,makanan,31,4,0,0,2,1,0,1,0,0,0,0
BASO KWETIAU,baso kwetiau,0,makanan,12,2,0,1,1,1,0,0,0,0,0,0
SUKIYAKI BEEF RICE DEALJAVA,sukiyaki beef rice dealjava,1,minuman,27,4,0,1,2,1,1,0,0,0,0,0
Nasi Goreng Ayam,nasi goreng ayam,0,makanan,16,3,0,0,1,1,0,0,0,0,0,0
Nasi (MLY),nasi mly,0,makanan,8,2,0,0,1,1,0,0,0,0,0,0
TLJ SPANISH COFFEE,tlj spanish coffee,1,minuman,18,3,0,1,2,0,1,0,0,0,1,0
CLASSIC CREAMCEESE CINNAM,classic creamceese cinnam,1,minuman,25,3,0,1,1,0,1,0,0,0,0,0
DN. LONG JOHN,dn long john,7,lain_lain,12,3,0,1,0,0,0,0,0,0,0,0
RB. SAPSAY CHICKEN,rb sapsay chicken,0,makanan,17,3,0,1,1,1,0,0,0,0,0,0
IKAN GURAME REG,ikan gurame reg,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
POCAI 3 TELUR,pocai 3 telur,7,lain_lain,13,3,1,1,0,0,0,0,0,0,0,0
UDG GR MAYONAISE,udg gr mayonaise,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
TAHU JPG S TRM,tahu jpg s trm,0,makanan,14,4,0,1,1,1,0,0,0,0,0,0
ES TEH TAW GUILINGGAO,es teh taw guilinggao,1,minuman,21,4,0,1,1,0,1,0,0,0,0,0
OPEN DESSERT,open dessert,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
Chicken Soy Sauce H,chicken soy sauce h,0,makanan,19,4,0,0,1,1,0,0,0,0,0,0
Butter Cheese Corn,butter cheese corn,1,minuman,18,3,0,0,1,0,1,0,0,0,0,0
Bintang L,bintang l,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
Chum Churum,chum churum,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
CHEESE VOLCANO,cheese volcano,1,minuman,14,2,0,1,1,0,1,0,0,0,0,0
Happy Rice Box,happy rice box,1,minuman,14,3,0,0,2,1,1,0,0,0,0,0
Grilled Salmon Head,grilled salmon head,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
Tairyos Salmon Maki,tairyos salmon maki,1,minuman,19,3,0,0,2,0,1,0,0,1,0,0
Tepanyaki Cawanmushi,tepanyaki cawanmushi,7,lain_lain,20,2,0,0,0,0,0,0,0,0,0,0
Teppan Seafood Fr Rc,teppan seafood fr rc,7,lain_lain,20,4,0,0,0,0,0,0,0,0,0,0
Tobiko Gunkan,tobiko gunkan,7,lain_lain,13,2,0,0,0,0,0,0,0,0,0,0
CHOC BANANA,choc banana,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
CHEESE BUN,cheese bun,1,minuman,10,2,0,1,2,1,1,0,0,0,0,0
SUPER CHEESE,super cheese,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
CLS CHK CHIL,cls chk chil,7,lain_lain,12,3,0,1,0,0,0,0,0,0,0,0
PLASTIC BAG ME,plastic bag me,3,belanja,14,3,0,1,1,0,0,0,1,0,0,0
MACARON BLUE,macaron blue,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
Pavarotti,pavarotti,7,lain_lain,9,1,0,0,0,0,0,0,0,0,0,0
Lov Triangle,lov triangle,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Choco Bun,choco bun,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
Mgc Chees Wd,mgc chees wd,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
Hot Cappuccino,hot cappuccino,1,minuman,14,2,0,0,1,0,1,0,0,0,0,0
Ice Cappuccino,ice cappuccino,1,minuman,14,2,0,0,1,0,1,0,0,0,0,0
MUF CHOC CHP,muf choc chp,7,lain_lain,12,3,0,1,0,0,0,0,0,0,0,0
CHO CAKE SMA,cho cake sma,0,makanan,12,3,0,1,1,1,0,0,0,0,0,0
HAZELNUT,hazelnut,7,lain_lain,8,1,0,1,0,0,0,0,0,0,0,0
NS GR TELOR KEBULI,ns gr telor kebuli,7,lain_lain,18,4,0,1,0,0,0,0,0,0,0,0
Es Kopi Susu Sudirma n,es kopi susu sudirma n,1,minuman,22,5,0,0,1,0,1,0,0,0,0,0
S-KOI Cafe Macchiat,s koi cafe macchiat,7,lain_lain,19,4,0,0,0,0,0,0,0,0,0,0
-Plastic Big Small,plastic big small,3,belanja,17,3,0,0,1,0,0,0,1,0,0,0
-Chokoreto Cookies,chokoreto cookies,1,minuman,17,2,0,0,2,1,1,0,0,0,0,0
-Corn Flakes Cookies,corn flakes cookies,1,minuman,19,3,0,0,2,1,1,0,0,0,0,0
CARBONARA UDON,carbonara udon,0,makanan,14,2,0,1,1,1,0,0,0,0,0,0
EGG TEMPURA [P],egg tempura p,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
Elevenia Taro Smoothies,elevenia taro smoothies,1,minuman,23,3,0,0,1,0,1,0,0,0,0,0
WHDP JR 15K,whdp jr 15k,7,lain_lain,11,3,1,1,0,0,0,0,0,0,0,0
TakeQuay Charge,takequay charge,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Pandan Cream brulee,pandan cream brulee,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
Tanqueray NO 10 gls,tanqueray no 10 gls,7,lain_lain,19,4,1,0,0,0,0,0,0,0,0,0
Lurisia Bolle 330ml,lurisia bolle 330ml,7,lain_lain,19,3,1,0,0,0,0,0,0,0,0,0
Lurisia stille 330ml,lurisia stille 330ml,7,lain_lain,20,3,1,0,0,0,0,0,0,0,0,0
Tonic Water,tonic water,1,minuman,11,2,0,0,2,0,1,0,0,1,0,0
RAKUNI KM KEJU PCS/PCS,rakuni km keju pcs pcs,7,lain_lain,22,5,0,1,0,0,0,0,0,0,0,0
OCHA HANGAT,ocha hangat,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
BL1 M LW,bl1 m lw,7,lain_lain,8,3,1,1,0,0,0,0,0,0,0,0
WH3 M LW,wh3 m lw,7,lain_lain,8,3,1,1,0,0,0,0,0,0,0,0
RE5 M LW,re5 m lw,7,lain_lain,8,3,1,1,0,0,0,0,0,0,0,0
[REG] BLACK SAKURA,reg black sakura,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
Combo 2,combo 2,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
KEJU SUSU,keju susu,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
PISANG KEJU,pisang keju,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
PHILLY CHEESESTEAK SL,philly cheesesteak sl,1,minuman,21,3,0,1,2,1,1,0,0,0,0,0
SAUSAGE PASTRY ROLL,sausage pastry roll,7,lain_lain,19,3,0,1,0,0,0,0,0,0,0,0
AQUA BOTTLE,aqua bottle,1,minuman,11,2,0,1,1,0,1,0,0,0,0,0
LIPTON ICE TEA REGULA,lipton ice tea regula,1,minuman,21,4,0,1,1,0,1,0,0,0,0,0
KAKE UDON,kake udon,0,makanan,9,2,0,1,1,1,0,0,0,0,0,0
BEEF CURRYRICE,beef curryrice,1,minuman,14,2,0,1,2,1,1,0,0,0,0,0
Solar,solar,2,transportasi,5,1,0,0,1,0,0,1,0,0,0,0
Salted Egg Yolk Chicken,salted egg yolk chicken,0,makanan,23,4,0,0,1,1,0,0,0,0,0,0
CHOCO CUSTAF D PASTRY,choco custaf d pastry,7,lain_lain,21,4,0,1,0,0,0,0,0,0,0,0
CUSTARD BRIC CHE,custard bric che,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
RM0025 -RM. Tawar Polo,rm0025 rm tawar polo,7,lain_lain,20,4,1,0,0,0,0,0,0,0,0,0
Fruit Compliment,fruit compliment,7,lain_lain,16,2,0,0,0,0,0,0,0,0,0,0
Udang Mentega Sdg (M,udang mentega sdg m,0,makanan,19,4,0,0,1,1,0,0,0,0,0,0
Chinese Tea-Jasmine,chinese tea jasmine,1,minuman,19,3,0,0,2,1,1,0,0,0,0,0
Buruno Gr IN,buruno gr in,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
SALMON PESTO,salmon pesto,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
GRILLED SALMON TERIYAK,grilled salmon teriyak,7,lain_lain,22,3,0,1,0,0,0,0,0,0,0,0
FRESH FRUIT COCKTAIL,fresh fruit cocktail,1,minuman,20,3,0,1,1,0,1,0,0,0,0,0
NASI 2SAYUR TELR,nasi 2sayur telr,0,makanan,16,3,1,1,1,1,0,0,0,0,0,0
Shampo Aloevera,shampo aloevera,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Sabun Propolis,sabun propolis,0,makanan,14,2,0,0,2,1,0,0,1,0,0,0
Sabun Transparant Madu,sabun transparant madu,0,makanan,22,3,0,0,3,1,0,0,1,0,1,0
Cream Soup,cream soup,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
CHEESE KC BOKUMBAP,cheese kc bokumbap,1,minuman,18,3,0,1,1,0,1,0,0,0,0,0
JAJANGMYEON,jajangmyeon,7,lain_lain,11,1,0,1,0,0,0,0,0,0,0,0
BUBBLE GUM,bubble gum,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
CAPPUCINO BLEND,cappucino blend,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
STRAWBERRY,strawberry,7,lain_lain,10,1,0,1,0,0,0,0,0,0,0,0
COOKIES AND CREAM,cookies and cream,1,minuman,17,3,0,1,2,1,1,0,0,0,0,0
DADA DADA,dada dada,7,lain_lain,9,2,0,1,0,0,0,0,0,0,0,0
ateh Tawar ateh Tawar,ateh tawar ateh tawar,1,minuman,21,4,0,0,1,0,1,0,0,0,0,0
Giant Squid,giant squid,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
Milo Dino,milo dino,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
Toripaitan shoyu telur,toripaitan shoyu telur,7,lain_lain,22,3,0,0,0,0,0,0,0,0,0,0
Toripaitan Ekstrim telur,toripaitan ekstrim telur,7,lain_lain,24,3,0,0,0,0,0,0,0,0,0,0
Green Tea cold,green tea cold,1,minuman,14,3,0,0,1,0,1,0,0,0,0,0
(Goreng)Ayam Gyoza,goreng ayam gyoza,0,makanan,17,3,0,0,1,1,0,0,0,0,0,0
Mineral water(normal),mineral water normal,1,minuman,20,3,0,0,3,1,1,0,0,1,0,0
Spaghetti Deluxe,spaghetti deluxe,5,hiburan,16,2,0,0,1,0,0,0,0,0,1,0
Hot Dog W Cheese,hot dog w cheese,1,minuman,16,4,0,0,1,0,1,0,0,0,0,0
ROTI,roti,0,makanan,4,1,0,1,1,1,0,0,0,0,0,0
CHUM CHURUM,chum churum,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
CHAMISUL,chamisul,0,makanan,8,1,0,1,1,1,0,0,0,0,0,0
CHULPAN CHEESE DAK GALBI,chulpan cheese dak galbi,1,minuman,24,4,0,1,1,0,1,0,0,0,0,0
CREAM TEOK PO KI,cream teok po ki,7,lain_lain,16,4,0,1,0,0,0,0,0,0,0,0
CHUM CHURUM PEACH,chum churum peach,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
CHAM KKOT SAL,cham kkot sal,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
U SAM GYEOP,u sam gyeop,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
CHEESE GAMJAJEON,cheese gamjajeon,1,minuman,16,2,0,1,1,0,1,0,0,0,0,0
BIHUN CAMPUR,bihun campur,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
JERUK MURNI,jeruk murni,1,minuman,11,2,0,1,1,0,1,0,0,0,0,0
ES NONA REGULAR,es nona regular,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
ORIGINAL SALT,original salt,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
SIRSAK,sirsak,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
SUNKIST,sunkist,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
CHEESE ROLLS 6PCS,cheese rolls 6pcs,1,minuman,17,3,1,1,1,0,1,0,0,0,0,0
PAKET BER2 UP1,paket ber2 up1,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
PAKET BER4 UP2,paket ber4 up2,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
MOKDENGSIM,mokdengsim,7,lain_lain,10,1,0,1,0,0,0,0,0,0,0,0
JINSENG SAMGYETANG,jinseng samgyetang,7,lain_lain,18,2,0,1,0,0,0,0,0,0,0,0
PAJON,pajon,7,lain_lain,5,1,0,1,0,0,0,0,0,0,0,0
BIR BINTANG BOTOL ( ),bir bintang botol,2,transportasi,17,3,0,1,2,0,0,1,1,0,0,0
BULGOGI BIBIMBAB,bulgogi bibimbab,7,lain_lain,16,2,0,1,0,0,0,0,0,0,0,0
STBERRY MT (L) TOPPING,stberry mt l topping,7,lain_lain,20,4,0,1,0,0,0,0,0,0,0,0
UDG GR TLUR ASIN =*MEDIUM*=,udg gr tlur asin medium,7,lain_lain,23,5,0,1,0,0,0,0,0,0,0,0
SAPO TH SEAFOOD =*MEDIUM*=,sapo th seafood medium,7,lain_lain,22,4,0,1,0,0,0,0,0,0,0,0
BIHUN GORENG JJ =*MEDIUM*=,bihun goreng jj medium,0,makanan,22,4,0,1,1,1,0,0,0,0,0,0
OYONG 3 TELOR =*MEDIUM*=,oyong 3 telor medium,7,lain_lain,20,4,1,1,0,0,0,0,0,0,0,0
Luxury Jolie Mi,luxury jolie mi,0,makanan,15,3,0,0,1,1,0,0,0,0,0,0
HOLDAK SET 1,holdak set 1,7,lain_lain,12,3,1,1,0,0,0,0,0,0,0,0
AMOUSH DBL CHS BURG,amoush dbl chs burg,7,lain_lain,19,4,0,1,0,0,0,0,0,0,0,0
SHARKIE FREEZE,sharkie freeze,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
DINE FOR 2,dine for 2,7,lain_lain,10,3,1,1,0,0,0,0,0,0,0,0
golden,golden,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
ON TAMA UDON (HOT),on tama udon hot,1,minuman,16,4,0,1,2,1,1,0,0,0,0,0
ABURA UDON (ORIGINAL),abura udon original,0,makanan,19,3,0,1,1,1,0,0,0,0,0,0
GREEN BEAN KAKIAGE,green bean kakiage,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
EGG TEMPURA,egg tempura,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
BEEF CROQUETTE,beef croquette,0,makanan,14,2,0,1,1,1,0,0,0,0,0,0
TERITAMA 4 PCS,teritama 4 pcs,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
CRUNCHY CHOC,crunchy choc,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
FREE LILIN SPIRAL,free lilin spiral,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
SmokeBeef + NuTea,smokebeef nutea,1,minuman,15,2,0,0,2,1,1,0,0,0,0,0
Ayam Goreng Crispy Spicy,ayam goreng crispy spicy,0,makanan,24,4,0,0,1,1,0,0,0,0,0,0
Capcai Seafood,capcai seafood,7,lain_lain,14,2,0,0,0,0,0,0,0,0,0,0
Soup Baso Ikan,soup baso ikan,0,makanan,14,3,0,0,1,1,0,0,0,0,0,0
Puppy Pao,puppy pao,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
Roasted Milk Tea,roasted milk tea,1,minuman,16,3,0,0,2,1,1,0,0,0,0,0
TEH PUCUK,teh pucuk,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
SPICY C CHEESE,spicy c cheese,1,minuman,14,3,0,1,1,0,1,0,0,0,0,0
TAKEOUT(1): Viet Latte,takeout 1 viet latte,1,minuman,20,4,1,0,1,0,1,0,0,0,0,0
1023-Chocochip & Walnut,1023 chocochip walnut,7,lain_lain,21,3,1,0,0,0,0,0,0,0,0,0
Goban Puas C,goban puas c,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
AIR MINERAL,air mineral,1,minuman,11,2,0,1,3,1,1,0,0,1,0,0
I TRIPL CHZ,i tripl chz,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
I SPECIAL SBL MATAH,i special sbl matah,7,lain_lain,19,4,0,1,0,0,0,0,0,0,0,0
I ROA GORENG SPC,i roa goreng spc,0,makanan,16,4,0,1,1,1,0,0,0,0,0,0
E Money Justice Leag,e money justice leag,1,minuman,20,4,0,0,1,0,1,0,0,0,0,0
MEDIUM FRIES,medium fries,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
REGULAR COKE,regular coke,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
K11 CHOCO 1217,k11 choco 1217,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
Sprite (L).,sprite l,1,minuman,8,2,0,0,1,0,1,0,0,0,0,0
Extra Jelly Lychee.,extra jelly lychee,7,lain_lain,18,3,0,0,0,0,0,0,0,0,0,0
M-Ovaltine Macchiat,m ovaltine macchiat,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
M-Konjac Milk Tea,m konjac milk tea,1,minuman,17,4,0,0,2,1,1,0,0,0,0,0
