text,label_id,category,sumber
Kwetiaw Ayam Jamur,0,makanan,cord_v1
1/2 OTAK-OTAK,7,lain_lain,cord_v1
Es Cincau,1,minuman,cord_v1
CRANBERRY WALNUT (S),7,lain_lain,cord_v1
BLACK CHEESE HOTDOG,1,minuman,cord_v1
Lemon Tea (L),1,minuman,cord_v1
Iced Sleepy Coffee,1,minuman,cord_v1
PKT LELEH AYM GEPRK,7,lain_lain,cord_v1
PKT MIE LELEH,0,makanan,cord_v1
ES TEH TAWAR,1,minuman,cord_v1
Lychee Tea,1,minuman,cord_v1
FROZEN CAPUCINO,7,lain_lain,cord_v1
NS BISTIK AYM TP,7,lain_lain,cord_v1
NS+AYAM GR RICA,0,makanan,cord_v1
KWETIAUW AYM SRM,7,lain_lain,cord_v1
BANANA RHUM RAISIN,7,lain_lain,cord_v1
PRAWN & SPINACH PASTA,0,makanan,cord_v1
TRAD KY TOAST CARTE,0,makanan,cord_v1
<AYA BUN,0,makanan,cord_v1
CRISPY REAL CHEESE,1,minuman,cord_v1
Lumpia Klt Tahu (3),0,makanan,cord_v1
SM Udang & Aym (4),0,makanan,cord_v1
XLB Kptg&Aym(4),7,lain_lain,cord_v1
Brokoli Bwg Putih,7,lain_lain,cord_v1
Mie Sup WT (U & A),0,makanan,cord_v1
The Roselle,7,lain_lain,cord_v1
VALUE MEAL 1,7,lain_lain,cord_v1
Yakiniku Rice Organic,1,minuman,cord_v1
Mocca Float,7,lain_lain,cord_v1
ES ILAT BOYO,1,minuman,cord_v1
SAMBEL TOMAT SEG,7,lain_lain,cord_v1
SAYAP AYAM,0,makanan,cord_v1
TEA TAWAR,1,minuman,cord_v1
Soft Ori 3 Top,7,lain_lain,cord_v1
Avocado with Rock Salt and Cocoa Cream [R],7,lain_lain,cord_v1
Rock salt and Cheese [R] Coffee,1,minuman,cord_v1
VALUE MEAL 2,7,lain_lain,cord_v1
Nats Bitter Choco cake,0,makanan,cord_v1
Es Kopi Susu Pandan,1,minuman,cord_v1
Extra Whipping Cream,7,lain_lain,cord_v1
Iced Coffee Latte,1,minuman,cord_v1
Iced Sugar Cane,1,minuman,cord_v1
Sparkling Mango Mojito,5,hiburan,cord_v1
Iced Coffee,1,minuman,cord_v1
GJ ROASTED MT ( R ),7,lain_lain,cord_v1
GALBI TANG,7,lain_lain,cord_v1
NASI(GONGGI BAB),0,makanan,cord_v1
Peach Iced Tea,1,minuman,cord_v1
Mango Mint Iced Tea,1,minuman,cord_v1
Nannys Customer Fries,1,minuman,cord_v1
Robert Olio Mushroom Spaghetti,5,hiburan,cord_v1
Emily's Shrimp Scampi Fettucine,0,makanan,cord_v1
MULNAENGMYON,7,lain_lain,cord_v1
BEEF CURRY UDON,0,makanan,cord_v1
LM Dmplg Chli Sc,7,lain_lain,cord_v1
LM Poach Marble Beef,0,makanan,cord_v1
XLB Org Pork 6x,7,lain_lain,cord_v1
Oolong Jasmine Cup,0,makanan,cord_v1
Tea,1,minuman,cord_v1
KAKIAGE TEMPURA,7,lain_lain,cord_v1
COLD OCHA,7,lain_lain,cord_v1
REAL GANACHE,7,lain_lain,cord_v1
Honey Mandarin,7,lain_lain,cord_v1
HZ CHOCO MT (L) TOPPING,7,lain_lain,cord_v1
MANGO GT (L),7,lain_lain,cord_v1
CKM 1 OR,7,lain_lain,cord_v1
Sundae,7,lain_lain,cord_v1
Croisant Mini (NAM),0,makanan,cord_v1
Bento Barbeque,7,lain_lain,cord_v1
Lychee Float,7,lain_lain,cord_v1
3001-Sakura Mochi,7,lain_lain,cord_v1
Grande,7,lain_lain,cord_v1
Lemon grass tea (Dine in),1,minuman,cord_v1
Cheese Tea Hokkaido Melon,1,minuman,cord_v1
SWEEAT ICE TEA,1,minuman,cord_v1
OREO MILK BLEND,1,minuman,cord_v1
FRIED RC SFOOD,0,makanan,cord_v1
SHISHA,7,lain_lain,cord_v1
MASHED POTATO,7,lain_lain,cord_v1
XXL Crispy Chicken,0,makanan,cord_v1
Original Hugarian Ku,7,lain_lain,cord_v1
RB. AI-AI CHOCO,7,lain_lain,cord_v1
Combo 1,7,lain_lain,cord_v1
LEMONADE22OZ,1,minuman,cord_v1
CHOCOLATE ICE CREAM,1,minuman,cord_v1
MOCCA ICE CREAM,1,minuman,cord_v1
WAKI PLATTER FOR 4-5,1,minuman,cord_v1
CHAPJEA,7,lain_lain,cord_v1
KALBI PLATTER 2-3,1,minuman,cord_v1
escargot florentine,1,minuman,cord_v1
Zurich Geschnitzel,1,minuman,cord_v1
Valdostana,7,lain_lain,cord_v1
Chicken Herb Crust,0,makanan,cord_v1
Lasagna Di Carne,0,makanan,cord_v1
Lemon Jc,1,minuman,cord_v1
Apple Pie,0,makanan,cord_v1
hot tea,1,minuman,cord_v1
hot lemon tea,1,minuman,cord_v1
Seaweed Chicken,0,makanan,cord_v1
"ROTI ""0""",0,makanan,cord_v1
SHOPPING BAG ROTI'O' 370/,0,makanan,cord_v1
Bakmi Ayam Spc Ng,0,makanan,cord_v1
Box Bakmie (M),0,makanan,cord_v1
Bakmi Ultah,0,makanan,cord_v1
Box Yi Fu Mie (L),0,makanan,cord_v1
PILLOW COKLAT,1,minuman,cord_v1
PILLOW DURIAN,7,lain_lain,cord_v1
KCS 1,7,lain_lain,cord_v1
WHOP JR 15K,7,lain_lain,cord_v1
CHANGE TO CHICKEN BOX,0,makanan,cord_v1
BULGOGI SET,7,lain_lain,cord_v1
(TW) MIE GORENG AYAM,0,makanan,cord_v1
(TW)NASI GORENG,0,makanan,cord_v1
Bakso Campur,0,makanan,cord_v1
Es Teh Manis,1,minuman,cord_v1
1.5 JAM,3,belanja,cord_v1
CHOCO CORONET,7,lain_lain,cord_v1
ORIGINAL COMBO,7,lain_lain,cord_v1
Nu Greentea 330,1,minuman,cord_v1
LAPIS SINGAPUR,7,lain_lain,cord_v1
AREM AREM,7,lain_lain,cord_v1
MIKA BESAR,1,minuman,cord_v1
GoFood Beragam - ICE LAT TE,1,minuman,cord_v1
B16COKSER,7,lain_lain,cord_v1
DP. ORDER,7,lain_lain,cord_v1
CHOCO CROSSIANT,7,lain_lain,cord_v1
CHIKATSU BEN,7,lain_lain,cord_v1
BOX T. O,7,lain_lain,cord_v1
bluberry pastry,2,transportasi,cord_v1
NIKU UDON,0,makanan,cord_v1
ABURA UDON (SPICY),0,makanan,cord_v1
INARI,7,lain_lain,cord_v1
CORONET,7,lain_lain,cord_v1
SPOOKY SOBORO,7,lain_lain,cord_v1
SCREAMING RED BEAN,0,makanan,cord_v1
Pork Belly Cheese Fries,1,minuman,cord_v1
Reflection Sparkling,5,hiburan,cord_v1
Hot Black Cofee,1,minuman,cord_v1
Nasi Campur ala Bali,0,makanan,cord_v1
"Oriental ""Ketjap"" Pork Rice",1,minuman,cord_v1
Hulk Topper Package,7,lain_lain,cord_v1
OCHA COLD,7,lain_lain,cord_v1
ABURA SOBA CHK,7,lain_lain,cord_v1
Thai Tea - ICE,1,minuman,cord_v1
Green Tea ICE,1,minuman,cord_v1
Thai Coffee ICE,1,minuman,cord_v1
[MD] SOFT STEAMED CHEESEC,1,minuman,cord_v1
Handmade Oyster Mee..,7,lain_lain,cord_v1
NS FILET IKN ASM MNS,7,lain_lain,cord_v1
NS+AYAM GR TPG,0,makanan,cord_v1
NASI GORENG SPC,0,makanan,cord_v1
BCA PROMO,7,lain_lain,cord_v1
SKEWERED SHUMAI,7,lain_lain,cord_v1
SKEWERED TOFU ROLL,7,lain_lain,cord_v1
EBI TEMPURA,7,lain_lain,cord_v1
KITSUNE UDON (KIDS),0,makanan,cord_v1
Pangsit Delima,7,lain_lain,cord_v1
Lumpia Udg K Th,7,lain_lain,cord_v1
Ha Kaou Udng,7,lain_lain,cord_v1
Cheong Fen Udg,7,lain_lain,cord_v1
Hatosi Rambutan,7,lain_lain,cord_v1
Sio May Kpting,7,lain_lain,cord_v1
Kwo Tie Jala2,7,lain_lain,cord_v1
Pancake Durian,0,makanan,cord_v1
Mie Gr Udg Gala,0,makanan,cord_v1
Lamien Udang T,0,makanan,cord_v1
Lamien Aym Ktsu,0,makanan,cord_v1
Ns Pgng Kj Sp,7,lain_lain,cord_v1
Kwt Polos Mdn,7,lain_lain,cord_v1
N Aym Hainam Jl,7,lain_lain,cord_v1
Chinese Tea,1,minuman,cord_v1
BLACKCURRANT,7,lain_lain,cord_v1
FRIED CALAMARI,0,makanan,cord_v1
SALTED EGG FISH & CHIPS,0,makanan,cord_v1
DANISH FISH & CHIPS,0,makanan,cord_v1
5003-Chokoreto Cookies,1,minuman,cord_v1
SATE T1,0,makanan,cord_v1
Popcorn Sweet (S),7,lain_lain,cord_v1
TORI BAITAN UDON,0,makanan,cord_v1
BEEF CURRY RICE,1,minuman,cord_v1
Caramel Small,7,lain_lain,cord_v1
CREAMCHEESE WALNUT BREAD,1,minuman,cord_v1
ROLL-IT PIZZA BREAD,0,makanan,cord_v1
JAPANEESE GR TEA HOT,1,minuman,cord_v1
CHICKEN SKIN,0,makanan,cord_v1
GYU MOZZA DON,7,lain_lain,cord_v1
C.KATSU NOODLE HP,0,makanan,cord_v1
TALKING ACTIVITY BK,7,lain_lain,cord_v1
KERTAS KADO 1500,3,belanja,cord_v1
H N Cheesy Chic,1,minuman,cord_v1
K.Chees Chic RC,1,minuman,cord_v1
MOCA FLT OVLTIN,7,lain_lain,cord_v1
FFries Large,1,minuman,cord_v1
PaulanerP1,7,lain_lain,cord_v1
DarkBeer0.5L,1,minuman,cord_v1
Weiss 0.3 L,7,lain_lain,cord_v1
Grill Sea Bass,7,lain_lain,cord_v1
LgrBeer0.3L,1,minuman,cord_v1
FlyDark 0.3,7,lain_lain,cord_v1
DarkBeer0.3L,1,minuman,cord_v1
1004-Smoked Cheese & Mushroom,1,minuman,cord_v1
DP. ORDER / 19cc0665,7,lain_lain,cord_v1
SHISAMO MENTAIKO,7,lain_lain,cord_v1
SALMON BACON,7,lain_lain,cord_v1
DYNAMITE SCALLOP,0,makanan,cord_v1
TOBIKO TOFU,7,lain_lain,cord_v1
Salted Egg Yalk Chicken,0,makanan,cord_v1
ALMOND SUGAR MILK BREAD,1,minuman,cord_v1
KINGBBOBPG ML REG,7,lain_lain,cord_v1
MED ICED LEMON TEA,1,minuman,cord_v1
CUSTARD BRIOCHE,7,lain_lain,cord_v1
Cheese Twist,1,minuman,cord_v1
Classic Milktea,1,minuman,cord_v1
Kupon 13,7,lain_lain,cord_v1
MILK CREAM BREAD,1,minuman,cord_v1
REAL MILK CHOCO BREAD,1,minuman,cord_v1
RED BEAN BRAIDED BREAD,7,lain_lain,cord_v1
TAHU SATUAN,0,makanan,cord_v1
mush pasta,0,makanan,cord_v1
chic ques,1,minuman,cord_v1
DumDum Thai Iced Tea,1,minuman,cord_v1
ZUPPA SOUP,0,makanan,cord_v1
CHILLY N'CHEESE,1,minuman,cord_v1
BEEF CHEDDAR PO,0,makanan,cord_v1
Masker Bengkuang,6,kesehatan,cord_v1
Soaghetti Deluxe,7,lain_lain,cord_v1
CHCKN CHEESE,1,minuman,cord_v1
NASI RAMES,1,minuman,cord_v1
AYAM PANGGANG,0,makanan,cord_v1
ES TEH/TAWAR,1,minuman,cord_v1
Nasi CampurBali,0,makanan,cord_v1
Sambal Besar,1,minuman,cord_v1
Sambal Kecil,7,lain_lain,cord_v1
KrpBangka/Bawang,7,lain_lain,cord_v1
Hero,7,lain_lain,cord_v1
Choco Bite,7,lain_lain,cord_v1
Avocado with Rock Salt and Cocoa,7,lain_lain,cord_v1
LE MINERALE 600ML,1,minuman,cord_v1
PLASTIK SDG,3,belanja,cord_v1
DORI SAMBAL MATAH 1+1,7,lain_lain,cord_v1
IKAN GURAME MED,0,makanan,cord_v1
CUMI GR TEPUNG,0,makanan,cord_v1
AGSIO TH PC JMR,7,lain_lain,cord_v1
POCAI BWG PUTIH,7,lain_lain,cord_v1
LUMPIA UDG PREM,7,lain_lain,cord_v1
Pink Panther (P),7,lain_lain,cord_v1
Red dragon (P),7,lain_lain,cord_v1
Pecel Pincuk,0,makanan,cord_v1
Tahu Bacem,0,makanan,cord_v1
Tempe Bacem,0,makanan,cord_v1
Empal,7,lain_lain,cord_v1
Peyek Parcel,7,lain_lain,cord_v1
VALINO DONNA,7,lain_lain,cord_v1
SB SIZE 45.5,7,lain_lain,cord_v1
1517-ROTI KENTANG KEJU MANIS,0,makanan,cord_v1
1009-ROTI KELAPA,0,makanan,cord_v1
1439-TUNA CHEESE WHEAT SANDWICH,1,minuman,cord_v1
1244-PLASTIK TENTENGAN SEDANG,3,belanja,cord_v1
THAI ICETEA,1,minuman,cord_v1
ICE GREENTEA,1,minuman,cord_v1
Aqua MinWtr 330ml,1,minuman,cord_v1
R.PISANG COKLAT,1,minuman,cord_v1
D.RING COKLAT,1,minuman,cord_v1
R.BANA CHIP,7,lain_lain,cord_v1
R.TAWAR ISI 2,7,lain_lain,cord_v1
NU GREENTEA ORGE,1,minuman,cord_v1
YAKULT ISI 5 PCS,1,minuman,cord_v1
T. CREAM M 21,7,lain_lain,cord_v1
PAKET BER2,7,lain_lain,cord_v1
Bio Solar,2,transportasi,cord_v1
CUSTARD SOB RO,7,lain_lain,cord_v1
AYAM GR BUMBU,0,makanan,cord_v1
Small 1,7,lain_lain,cord_v1
*PlastiK Kcl,3,belanja,cord_v1
Cha Keaw,7,lain_lain,cord_v1
Mineral Water 600 ml,1,minuman,cord_v1
Teh Pucuk 350 ml,1,minuman,cord_v1
SOUR CREAM N ONION,7,lain_lain,cord_v1
MILK PASTRY ROLL,1,minuman,cord_v1
YIFUMI,0,makanan,cord_v1
LIMAU KASTURI,7,lain_lain,cord_v1
LOYALTY PROGRAM,7,lain_lain,cord_v1
CHICKEN PICATTA,0,makanan,cord_v1
JAVA TEA,1,minuman,cord_v1
VANBOOLEN,7,lain_lain,cord_v1
JONGKONG,7,lain_lain,cord_v1
MDSE ST,7,lain_lain,cord_v1
Ayam Grg Kalasan,0,makanan,cord_v1
Tempe,0,makanan,cord_v1
LUMPIA,7,lain_lain,cord_v1
SOSIS SOLO,7,lain_lain,cord_v1
LUMPUR,7,lain_lain,cord_v1
DADAR PISANG,7,lain_lain,cord_v1
KLEPON,7,lain_lain,cord_v1
BUGIS,7,lain_lain,cord_v1
MACARONI,7,lain_lain,cord_v1
PLASTIK TENTENG,3,belanja,cord_v1
1013-ROTI NANAS,0,makanan,cord_v1
3025-BOLU GULUNG MOCCA PTG,7,lain_lain,cord_v1
5014-LEMPER IKAN,0,makanan,cord_v1
1245-PLASTIK TENTENGAN KECIL,3,belanja,cord_v1
HAI CMP SPC,7,lain_lain,cord_v1
1026-Garlic Pesto,1,minuman,cord_v1
1028-Dark Choco Creamcheese,1,minuman,cord_v1
Gado Gado,0,makanan,cord_v1
Nasi Putih GG,0,makanan,cord_v1
WOOSAM RICE R,1,minuman,cord_v1
ChicTeriyakiTeishoku,7,lain_lain,cord_v1
JapaneseBeef Hamburg,1,minuman,cord_v1
Ocha Cold,7,lain_lain,cord_v1
Ocha Hot,1,minuman,cord_v1
ORI SLMN,7,lain_lain,cord_v1
Kopi Susu R,1,minuman,cord_v1
Premier Mineral Water (L t1),1,minuman,cord_v1
NEW BEEF LASAGNA,0,makanan,cord_v1
Kuey Teow Goreng Singapore,0,makanan,cord_v1
Tea (Ice),1,minuman,cord_v1
TONGSENG SAPI,0,makanan,cord_v1
Passionfruit Mojito,7,lain_lain,cord_v1
OPEN KITCHEN,7,lain_lain,cord_v1
TAHU LAMPION,0,makanan,cord_v1
SUP JGG KPT,7,lain_lain,cord_v1
LUMPIA UDANG,0,makanan,cord_v1
CHOCOLATE ECLAIR,1,minuman,cord_v1
DOUBLE CHEESE PAN BREAD(L,1,minuman,cord_v1
WHOLE WHEAT PAN BREAD,7,lain_lain,cord_v1
3190-Disney Taartjes Siram Coklat,1,minuman,cord_v1
4032-Mini Glazed Croissant (isi 5 pcs),0,makanan,cord_v1
Milo,0,makanan,cord_v1
KOPI CAM,1,minuman,cord_v1
Nasi Goreng Buntut,0,makanan,cord_v1
Ayam Penyet Sambal Glede,0,makanan,cord_v1
Teh Tubruk Jahe,1,minuman,cord_v1
Combo 4,7,lain_lain,cord_v1
Crispy Mushroom,7,lain_lain,cord_v1
Equil Natural,7,lain_lain,cord_v1
SB 1 HC,7,lain_lain,cord_v1
Sabun Beras,0,makanan,cord_v1
SI EKO,7,lain_lain,cord_v1
HZ CHOCO M1 (L) TOPPING,7,lain_lain,cord_v1
SUSHI SALMON,0,makanan,cord_v1
SALAD DRESSING THOUSAND ISLAND,1,minuman,cord_v1
SHRIMP SATSUMA,7,lain_lain,cord_v1
SHITAKE SKEWER,7,lain_lain,cord_v1
SPICY TEMPURA,7,lain_lain,cord_v1
SAUCE SHOYU SUSHI YAMASA HALAL,0,makanan,cord_v1
SUSHI SALMON FRESH PAKET,1,minuman,cord_v1
SENDOK DAN GARPU PLASTIK,3,belanja,cord_v1
TOBIKKO ORANGE,7,lain_lain,cord_v1
TAMAGO,7,lain_lain,cord_v1
SATSUMA AGE NIGIRI,7,lain_lain,cord_v1
M02.LMK BEEF RNDANG,0,makanan,cord_v1
I13.SIMANGOSONG,7,lain_lain,cord_v1
101.NS BEBEK KAMPUNG,7,lain_lain,cord_v1
A13.MIE ACP,0,makanan,cord_v1
CT06.TEA 0 HOT R.,1,minuman,cord_v1
CT06.TEA 0 ICE R.,1,minuman,cord_v1
NO1.MR.MI TLR ASIN,0,makanan,cord_v1
Tea Latte,1,minuman,cord_v1
1057-French Bread Puding,7,lain_lain,cord_v1
[MD] SOFT STEAMED CHOCOCA,1,minuman,cord_v1
[MD] MINI CASTELLA ORIGIN,0,makanan,cord_v1
Six,7,lain_lain,cord_v1
GYOZA AYAM GORENG,0,makanan,cord_v1
RAMEN AYAM SPECIAL,0,makanan,cord_v1
White Toast,0,makanan,cord_v1
DL+GA+FF+R+2RB,7,lain_lain,cord_v1
UP Drink 16,1,minuman,cord_v1
UP Orange 16,7,lain_lain,cord_v1
KP BRANDING S,7,lain_lain,cord_v1
HYDROCOCO 250ML,7,lain_lain,cord_v1
STRAWBERRY FRESH CREAM CA,1,minuman,cord_v1
YAKI ADULT,7,lain_lain,cord_v1
SHABU ADULT,7,lain_lain,cord_v1
Salted Egg Chicken,0,makanan,cord_v1
Nasi,0,makanan,cord_v1
Soup Patin,0,makanan,cord_v1
Kerang/Kikil,7,lain_lain,cord_v1
Tahu Woku,0,makanan,cord_v1
Tahu Bakso,0,makanan,cord_v1
Teh Kotak,1,minuman,cord_v1
Mineral Cup,1,minuman,cord_v1
Combo 1.,7,lain_lain,cord_v1
Cappucino,7,lain_lain,cord_v1
Lemon Juice,1,minuman,cord_v1
Croque Mme.,7,lain_lain,cord_v1
Canele (Mini),0,makanan,cord_v1
JPR SUS U,7,lain_lain,cord_v1
L C MESES,1,minuman,cord_v1
PLASTIK 33,3,belanja,cord_v1
NOIR PIZZA BREAD,0,makanan,cord_v1
PILOW DUR PX,7,lain_lain,cord_v1
SIOMAY,0,makanan,cord_v1
MIKA SEDANG,0,makanan,cord_v1
GARPU MAKAN,3,belanja,cord_v1
MACARONI GR,7,lain_lain,cord_v1
PASTELGORENG,0,makanan,cord_v1
SEMAR MENDEM,7,lain_lain,cord_v1
BAKWAN JAGUNG,7,lain_lain,cord_v1
Polo 1,7,lain_lain,cord_v1
Sate Babi Manis,0,makanan,cord_v1
Sate Babi Bumbu Bali,0,makanan,cord_v1
Lapolong,7,lain_lain,cord_v1
Sate Babi Cabe Ijo,0,makanan,cord_v1
Paru Babi,0,makanan,cord_v1
Ngohiong,7,lain_lain,cord_v1
SMOKY PAN CLASSIC,7,lain_lain,cord_v1
Chicken Popcorn,0,makanan,cord_v1
A.MINERAL GELAS,1,minuman,cord_v1
Pastel,7,lain_lain,cord_v1
Kroket,7,lain_lain,cord_v1
MANGGO SMOOTHIE,1,minuman,cord_v1
S-Chocolate Milk,1,minuman,cord_v1
Popcorn Salt (S),7,lain_lain,cord_v1
Tebu Lemon,1,minuman,cord_v1
BLACKPINK,7,lain_lain,cord_v1
MATCHABERRY,1,minuman,cord_v1
KING DEAL CHEESE BG,1,minuman,cord_v1
1 BIC ALA CARTE,7,lain_lain,cord_v1
BENTO CHICKEN TERIYAKI,0,makanan,cord_v1
SURIMI - SATSUMA AGE VEGETABLE,0,makanan,cord_v1
CALAMARI KATSU,7,lain_lain,cord_v1
DORI KATSU,7,lain_lain,cord_v1
ROBA - SPICY KAWA SKEWER KULIT,7,lain_lain,cord_v1
SALAD DRESSING SPICY TOMATOES KEWPIE 25ML,1,minuman,cord_v1
Choco Lining Bread,7,lain_lain,cord_v1
Tuna N Chicken Floos Bread,0,makanan,cord_v1
CROQUE MONSIEUR,7,lain_lain,cord_v1
1017-Roti Pisang Keju,0,makanan,cord_v1
1025-Roti Sosis Sapi,0,makanan,cord_v1
CHICKEN KATSU CURRY RICE,1,minuman,cord_v1
SUL LUNG TANG,7,lain_lain,cord_v1
BREAD BOX M,7,lain_lain,cord_v1
Gangster BZR,7,lain_lain,cord_v1
NB AYAM,0,makanan,cord_v1
TEH/ES TEH MANIS,1,minuman,cord_v1
CB PR SIRLOIN,7,lain_lain,cord_v1
F.FRIES MEDIUM,1,minuman,cord_v1
F.FRIES COMBO,1,minuman,cord_v1
BROWN SAUCE,7,lain_lain,cord_v1
COCA COLA,1,minuman,cord_v1
WALL'S BABY SHARK 60,7,lain_lain,cord_v1
WALL'S FEAST VNILA65,7,lain_lain,cord_v1
Full Box,7,lain_lain,cord_v1
KOROKE ORI,7,lain_lain,cord_v1
KOROKE CURRY,7,lain_lain,cord_v1
EBI KTSU 1 PCS,7,lain_lain,cord_v1
TSUKUNE,7,lain_lain,cord_v1
MOMO,7,lain_lain,cord_v1
ONIGIRI,7,lain_lain,cord_v1
GRAINS PAN BREAD,7,lain_lain,cord_v1
NASI CAH JAMUR,0,makanan,cord_v1
BIHUN GORENG AYAM,0,makanan,cord_v1
Bihun Ayam Jamur,0,makanan,cord_v1
ES KOPI SOKLAT,1,minuman,cord_v1
WARISAN 2 FREE DRINK,1,minuman,cord_v1
Pepper Steak,1,minuman,cord_v1
DAGING SAPI,0,makanan,cord_v1
REGULAR JASMINE TEA,1,minuman,cord_v1
Kupon 4,7,lain_lain,cord_v1
BOGO CHEESY RASHER,1,minuman,cord_v1
MS SWISS ML MED,7,lain_lain,cord_v1
1 PC CHOCHICKS,7,lain_lain,cord_v1
Crispy Egg Corn,7,lain_lain,cord_v1
Mun Tofu,7,lain_lain,cord_v1
Go Hiong,7,lain_lain,cord_v1
Steam Rice,1,minuman,cord_v1
Lemon iced tea,1,minuman,cord_v1
Banana Milkshake,1,minuman,cord_v1
Heavy alvin potato,7,lain_lain,cord_v1
fettucine Hubert chicken capers,0,makanan,cord_v1
BASO KWETIAU,0,makanan,cord_v1
SUKIYAKI BEEF RICE DEALJAVA,1,minuman,cord_v1
Nasi Goreng Ayam,0,makanan,cord_v1
Nasi (MLY),0,makanan,cord_v1
TLJ SPANISH COFFEE,1,minuman,cord_v1
CLASSIC CREAMCEESE CINNAM,1,minuman,cord_v1
DN. LONG JOHN,7,lain_lain,cord_v1
RB. SAPSAY CHICKEN,0,makanan,cord_v1
IKAN GURAME REG,0,makanan,cord_v1
POCAI 3 TELUR,7,lain_lain,cord_v1
UDG GR MAYONAISE,7,lain_lain,cord_v1
TAHU JPG S TRM,0,makanan,cord_v1
ES TEH TAW GUILINGGAO,1,minuman,cord_v1
OPEN DESSERT,1,minuman,cord_v1
Chicken Soy Sauce H,0,makanan,cord_v1
Butter Cheese Corn,1,minuman,cord_v1
Bintang L,7,lain_lain,cord_v1
Chum Churum,7,lain_lain,cord_v1
CHEESE VOLCANO,1,minuman,cord_v1
Happy Rice Box,1,minuman,cord_v1
Grilled Salmon Head,7,lain_lain,cord_v1
Tairyos Salmon Maki,1,minuman,cord_v1
Tepanyaki Cawanmushi,7,lain_lain,cord_v1
Teppan Seafood Fr Rc,7,lain_lain,cord_v1
Tobiko Gunkan,7,lain_lain,cord_v1
CHOC BANANA,7,lain_lain,cord_v1
CHEESE BUN,1,minuman,cord_v1
SUPER CHEESE,1,minuman,cord_v1
CLS CHK CHIL,7,lain_lain,cord_v1
PLASTIC BAG ME,3,belanja,cord_v1
MACARON BLUE,7,lain_lain,cord_v1
Pavarotti,7,lain_lain,cord_v1
Lov Triangle,7,lain_lain,cord_v1
Choco Bun,0,makanan,cord_v1
Mgc Chees Wd,1,minuman,cord_v1
Hot Cappuccino,1,minuman,cord_v1
Ice Cappuccino,1,minuman,cord_v1
MUF CHOC CHP,7,lain_lain,cord_v1
CHO CAKE SMA,0,makanan,cord_v1
HAZELNUT,7,lain_lain,cord_v1
NS GR TELOR KEBULI,7,lain_lain,cord_v1
Es Kopi Susu Sudirma n,1,minuman,cord_v1
S-KOI Cafe Macchiat,7,lain_lain,cord_v1
-Plastic Big Small,3,belanja,cord_v1
-Chokoreto Cookies,1,minuman,cord_v1
-Corn Flakes Cookies,1,minuman,cord_v1
CARBONARA UDON,0,makanan,cord_v1
EGG TEMPURA [P],7,lain_lain,cord_v1
Elevenia Taro Smoothies,1,minuman,cord_v1
WHDP JR 15K,7,lain_lain,cord_v1
TakeQuay Charge,7,lain_lain,cord_v1
Pandan Cream brulee,7,lain_lain,cord_v1
Tanqueray NO 10 gls,7,lain_lain,cord_v1
Lurisia Bolle 330ml,7,lain_lain,cord_v1
Lurisia stille 330ml,7,lain_lain,cord_v1
Tonic Water,1,minuman,cord_v1
RAKUNI KM KEJU PCS/PCS,7,lain_lain,cord_v1
OCHA HANGAT,7,lain_lain,cord_v1
BL1 M LW,7,lain_lain,cord_v1
WH3 M LW,7,lain_lain,cord_v1
RE5 M LW,7,lain_lain,cord_v1
[REG] BLACK SAKURA,7,lain_lain,cord_v1
Combo 2,7,lain_lain,cord_v1
KEJU SUSU,1,minuman,cord_v1
PISANG KEJU,7,lain_lain,cord_v1
PHILLY CHEESESTEAK SL,1,minuman,cord_v1
SAUSAGE PASTRY ROLL,7,lain_lain,cord_v1
AQUA BOTTLE,1,minuman,cord_v1
LIPTON ICE TEA REGULA,1,minuman,cord_v1
KAKE UDON,0,makanan,cord_v1
BEEF CURRYRICE,1,minuman,cord_v1
Solar,2,transportasi,cord_v1
Salted Egg Yolk Chicken,0,makanan,cord_v1
CHOCO CUSTAF D PASTRY,7,lain_lain,cord_v1
CUSTARD BRIC CHE,7,lain_lain,cord_v1
RM0025 -RM. Tawar Polo,7,lain_lain,cord_v1
Fruit Compliment,7,lain_lain,cord_v1
Udang Mentega Sdg (M,0,makanan,cord_v1
Chinese Tea-Jasmine,1,minuman,cord_v1
Buruno Gr IN,7,lain_lain,cord_v1
SALMON PESTO,1,minuman,cord_v1
GRILLED SALMON TERIYAK,7,lain_lain,cord_v1
FRESH FRUIT COCKTAIL,1,minuman,cord_v1
NASI 2SAYUR TELR,0,makanan,cord_v1
Shampo Aloevera,7,lain_lain,cord_v1
Sabun Propolis,0,makanan,cord_v1
Sabun Transparant Madu,0,makanan,cord_v1
Cream Soup,0,makanan,cord_v1
CHEESE KC BOKUMBAP,1,minuman,cord_v1
JAJANGMYEON,7,lain_lain,cord_v1
BUBBLE GUM,7,lain_lain,cord_v1
CAPPUCINO BLEND,7,lain_lain,cord_v1
STRAWBERRY,7,lain_lain,cord_v1
COOKIES AND CREAM,1,minuman,cord_v1
DADA DADA,7,lain_lain,cord_v1
ateh Tawar ateh Tawar,1,minuman,cord_v1
Giant Squid,7,lain_lain,cord_v1
Milo Dino,0,makanan,cord_v1
Toripaitan shoyu telur,7,lain_lain,cord_v1
Toripaitan Ekstrim telur,7,lain_lain,cord_v1
Green Tea cold,1,minuman,cord_v1
